NativeObjectName,InstanceName,NativeAttributeName,UnitName,AttributeTypeCodeCV,FileName,FileFormateCV,FileLocationOnDesk
River,Little Bear River,Headflow,cubic feet per second,T,QX46-LittleBear,csv,C:\Users\AdelMabdallah\Documents\WEAP Areas\LowerBearRiverFeb2015_V8
