InstanceName,NativeAttributeName,AggregationStatisticCV,IntervalTimeUnitName,AggregationInterval,SourceName,ScenarioName,UnitName,Value
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,11/1/2002,313.8333333
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,11/1/2003,318.8333333
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,11/1/2004,320.3666667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,11/1/2005,424.5
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,12/1/1970,1271.032258
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,12/1/1971,1687.096774
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,12/1/1972,1494.516129
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,12/1/1973,1321.483871
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,12/1/1974,1127.225806
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,12/1/1975,1411.806452
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,12/1/1976,1125.806452
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,12/1/1977,518.516129
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,12/1/1978,588.6774194
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,12/1/1979,330.4193548
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,12/1/1980,1237.612903
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,12/1/1981,309.6774194
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,12/1/1982,1928.387097
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,12/1/1983,2471.935484
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,12/1/1984,2551.935484
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,12/1/1985,1435.16129
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,12/1/1986,2062.903226
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,12/1/1987,509.5806452
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,12/1/1988,462
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,12/1/1989,480.6774194
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,12/1/1990,419.3225806
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,12/1/1991,504.0322581
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,12/1/1992,407.8709677
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,12/1/1993,450.5483871
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,12/1/1994,408.8064516
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,12/1/1995,553.2258065
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,12/1/1996,705.6774194
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,12/1/1997,1391.935484
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,12/1/1998,1719.677419
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,12/1/1999,1196.516129
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,12/1/2000,411.2903226
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,12/1/2001,313.4193548
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,12/1/2002,322.2258065
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,12/1/2003,333.3548387
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,12/1/2004,362.8709677
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,12/1/2005,462.9677419
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,2/1/1971,1646.785714
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,2/1/1972,1700
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,2/1/1973,1520.357143
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,2/1/1974,1457.142857
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,2/1/1975,797.75
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,2/1/1976,1958.62069
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,2/1/1977,650
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,2/1/1978,649.5357143
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,2/1/1979,587.5
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,2/1/1980,786.7931034
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,2/1/1981,720.7142857
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,2/1/1982,725.0357143
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,2/1/1983,1910.357143
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,2/1/1984,1923.793103
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,2/1/1985,1717.142857
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,2/1/1986,2556.071429
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,2/1/1987,1277.071429
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,2/1/1988,632.6206897
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,2/1/1989,482.3214286
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,2/1/1990,422.4642857
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,2/1/1991,363.5714286
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,2/1/1992,553.1034483
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,2/1/1993,351.4642857
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,2/1/1994,476.7857143
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,2/1/1995,522.1428571
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,2/1/1996,602.6206897
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,2/1/1997,646.8928571
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,2/1/1998,1585.714286
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,2/1/1999,1399.035714
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,2/1/2000,952.5862069
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,2/1/2001,409.9285714
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,2/1/2002,296.4285714
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,2/1/2003,419.3214286
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,2/1/2004,304.7586207
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,2/1/2005,382.0714286
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,2/1/2006,522.8571429
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,3/1/1971,1857.419355
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,3/1/1972,2134.83871
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,3/1/1973,1577.419355
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,3/1/1974,1854.516129
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,3/1/1975,852.1290323
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,3/1/1976,1527.419355
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,3/1/1977,551.6129032
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,3/1/1978,1076.806452
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,3/1/1979,883.2903226
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,3/1/1980,707.8709677
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,3/1/1981,562.8709677
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,3/1/1982,911.1935484
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,3/1/1983,2537.096774
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,3/1/1984,2203.548387
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,3/1/1985,1962.903226
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,3/1/1986,3263.870968
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,3/1/1987,1064.387097
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,3/1/1988,544.8064516
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,3/1/1989,853.7741935
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,3/1/1990,572
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,3/1/1991,350.7419355
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,3/1/1992,520.0967742
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,3/1/1993,839.9354839
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,3/1/1994,719.7419355
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,3/1/1995,867.9032258
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,3/1/1996,734.1935484
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,3/1/1997,1437
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,3/1/1998,1907.741935
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,3/1/1999,1761.290323
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,3/1/2000,1008.225806
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,3/1/2001,666.4193548
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,3/1/2002,416.8387097
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,3/1/2003,432.8387097
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,3/1/2004,611.483871
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,3/1/2005,661.2580645
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,3/1/2006,908.3548387
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,4/1/1971,2373.333333
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,4/1/1972,2135.666667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,4/1/1973,1681
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,4/1/1974,1553.666667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,4/1/1975,1083.1
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,4/1/1976,2026
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,4/1/1977,479.6
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,4/1/1978,1746.333333
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,4/1/1979,1233.666667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,4/1/1980,1395.233333
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,4/1/1981,563.6666667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,4/1/1982,1429.766667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,4/1/1983,2425.666667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,4/1/1984,3340
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,4/1/1985,3461.666667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,4/1/1986,3594
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,4/1/1987,693.7333333
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,4/1/1988,720.6
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,4/1/1989,847.8666667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,4/1/1990,477.5
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,4/1/1991,507
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,4/1/1992,403.0333333
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,4/1/1993,980.2333333
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,4/1/1994,528
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,4/1/1995,713.5333333
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,4/1/1996,1409.366667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,4/1/1997,2124.666667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,4/1/1998,2100
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,4/1/1999,1547
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,4/1/2000,800.8
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,4/1/2001,498.1333333
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,4/1/2002,628.6
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,4/1/2003,350.8
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,4/1/2004,447.3666667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,4/1/2005,1247.733333
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,4/1/2006,2040.666667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,5/1/1971,2838.064516
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,5/1/1972,2496.451613
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,5/1/1973,1343.967742
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,5/1/1974,1680
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,5/1/1975,1838.709677
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,5/1/1976,1736.129032
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,5/1/1977,695.3870968
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,5/1/1978,1714.516129
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,5/1/1979,941.5806452
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,5/1/1980,2060
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,5/1/1981,724.0967742
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,5/1/1982,1960
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,5/1/1983,2665.483871
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,5/1/1984,3811.935484
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,5/1/1985,1576.129032
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,5/1/1986,3968.064516
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,5/1/1987,880.7741935
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,5/1/1988,356.8387097
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,5/1/1989,546.7741935
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,5/1/1990,623.5483871
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,5/1/1991,879.1935484
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,5/1/1992,722.483871
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,5/1/1993,1868.258065
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,5/1/1994,384.516129
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,5/1/1995,1103.645161
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,5/1/1996,1495.354839
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,5/1/1997,2602.580645
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,5/1/1998,2149.032258
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,5/1/1999,2249.032258
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,5/1/2000,644.4516129
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,5/1/2001,471.5483871
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,5/1/2002,327.8709677
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,5/1/2003,157.7419355
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,5/1/2004,261.6774194
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,5/1/2005,1666.451613
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,5/1/2006,1474.483871
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,6/1/1971,3752.666667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,6/1/1972,1900.333333
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,6/1/1973,470.4666667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,6/1/1974,1456.666667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,6/1/1975,1497.366667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,6/1/1976,667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,6/1/1977,746.0333333
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,6/1/1978,818.8666667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,6/1/1979,395.1
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,6/1/1980,2606
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,6/1/1981,705.5666667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,6/1/1982,1209.266667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,6/1/1983,4128.333333
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,6/1/1984,4192.666667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,6/1/1985,590.1333333
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,6/1/1986,4263
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,6/1/1987,638.6666667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,6/1/1988,495.2
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,6/1/1989,333.3333333
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,6/1/1990,400.3333333
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,6/1/1991,906.3
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,6/1/1992,751.2333333
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,6/1/1993,1096.2
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,6/1/1994,633.9
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,6/1/1995,1050.366667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,6/1/1996,1152.333333
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,6/1/1997,2422
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,6/1/1998,1595.566667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,6/1/1999,1930.666667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,6/1/2000,726
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,6/1/2001,797.1
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,6/1/2002,498.9
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,6/1/2003,614.9333333
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,6/1/2004,300.9
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,6/1/2005,1146.766667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,6/1/2006,491.6333333
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,7/1/1971,1910
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,7/1/1972,1396.064516
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,7/1/1973,1021.322581
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,7/1/1974,1039.516129
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,7/1/1975,1077.741935
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,7/1/1976,753.5806452
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,7/1/1977,824.4516129
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,7/1/1978,696.3548387
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,7/1/1979,819.9032258
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,7/1/1980,1027.903226
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,7/1/1981,761.3225806
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,7/1/1982,472.6129032
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,7/1/1983,3442.258065
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,7/1/1984,2511.290323
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,7/1/1985,950.516129
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,7/1/1986,2545.806452
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,7/1/1987,726.7741935
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,7/1/1988,676.6451613
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,7/1/1989,790.0322581
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,7/1/1990,841.8064516
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,7/1/1991,872.9354839
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,7/1/1992,519.2903226
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,7/1/1993,546
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,7/1/1994,697.8064516
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,7/1/1995,392.516129
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,7/1/1996,493.7096774
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,7/1/1997,1251.612903
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,7/1/1998,1108.129032
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,7/1/1999,1024.935484
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,7/1/2000,820.8064516
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,7/1/2001,850.9354839
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,7/1/2002,876.0967742
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,7/1/2003,676.483871
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,7/1/2004,514.5806452
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,7/1/2005,466.1935484
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,7/1/2006,367.6451613
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,8/1/1971,1335.935484
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,8/1/1972,1180.451613
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,8/1/1973,493.8709677
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,8/1/1974,1071.387097
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,8/1/1975,1136.290323
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,8/1/1976,562.1290323
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,8/1/1977,567.3870968
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,8/1/1978,701.4193548
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,8/1/1979,619
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,8/1/1980,1222.903226
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,8/1/1981,820.9354839
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,8/1/1982,1117.064516
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,8/1/1983,2366.451613
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,8/1/1984,2416.451613
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,8/1/1985,927.2580645
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,8/1/1986,2016.129032
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,8/1/1987,627.5483871
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,8/1/1988,632
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,8/1/1989,729.516129
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,8/1/1990,689.3225806
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,8/1/1991,667.1935484
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,8/1/1992,639.3225806
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,8/1/1993,461.0967742
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,8/1/1994,666.7096774
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,8/1/1995,553.2580645
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,8/1/1996,530.3225806
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,8/1/1997,1503.870968
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,8/1/1998,1080.741935
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,8/1/1999,1066.419355
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,8/1/2000,763.7741935
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,8/1/2001,689.2258065
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,8/1/2002,729.0967742
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,8/1/2003,657.9677419
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,8/1/2004,489.0645161
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,8/1/2005,499.9032258
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,8/1/2006,492.4193548
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,9/1/1971,1641.333333
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,9/1/1972,1510.666667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,9/1/1973,1066.466667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,9/1/1974,1044.366667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,9/1/1975,1301.833333
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,9/1/1976,822.5333333
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,9/1/1977,410.9333333
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,9/1/1978,446.2333333
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,9/1/1979,442.8666667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,9/1/1980,1549.5
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,9/1/1981,450.0333333
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,9/1/1982,1588
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,9/1/1983,2249.8
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,9/1/1984,2125.333333
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,9/1/1985,1217.666667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,9/1/1986,2544.666667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,9/1/1987,464.4333333
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,9/1/1988,595.9666667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,9/1/1989,517.0666667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,9/1/1990,576.9666667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,9/1/1991,418.9333333
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,9/1/1992,192.1666667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,9/1/1993,477.3666667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,9/1/1994,442.3666667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,9/1/1995,489
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,9/1/1996,463.0333333
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,9/1/1997,1674.666667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,9/1/1998,1104.833333
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,9/1/1999,1210.333333
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,9/1/2000,491.0666667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,9/1/2001,279.4
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,9/1/2002,490.2333333
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,9/1/2003,421.1333333
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,9/1/2004,213.1666667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,9/1/2005,395.1
