InstanceName,NativeAttributeName,AggregationStatisticCV,IntervalTimeUnitName,AggregationInterval,SourceName,ScenarioName,UnitName,Value
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,5/1/1970,788.2889785
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,5/1/1971,2194.263441
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,5/1/1972,2240.288978
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,5/1/1973,1137.952957
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,5/1/1974,1418.172043
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,5/1/1975,1540.147849
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,5/1/1976,1375.073925
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,5/1/1977,754.4610215
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,5/1/1978,1260.90457
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,5/1/1979,690.8709677
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,5/1/1980,1540.473118
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,5/1/1981,576.8642473
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,5/1/1982,1669.116935
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,5/1/1983,1702.619624
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,5/1/1984,3789.056452
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,5/1/1985,1196.989247
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,5/1/1986,3103.227151
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,5/1/1987,853.9932796
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,5/1/1988,539.9462366
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,5/1/1989,411.7903226
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,5/1/1990,701.4422043
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,5/1/1991,732.9932796
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,5/1/1992,877.25
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,5/1/1993,1345.311828
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,5/1/1994,485.4637097
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,5/1/1995,855.7822581
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,5/1/1996,1158.444892
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,5/1/1997,2152.791667
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,5/1/1998,1675.134409
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,5/1/1999,1893.227151
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,5/1/2000,703.3938172
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,5/1/2001,615.2459677
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,5/1/2002,343.9717742
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,5/1/2003,242.1626344
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,5/1/2004,339.5806452
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,5/1/2005,1245.454301
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,5/1/2006,1244.803763
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,5/1/2007,367.2284946
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,6/1/1967,808.1791667
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,6/1/1968,408.375
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,6/1/1969,439.8013889
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,6/1/1970,419.9708333
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,6/1/1971,3098.944444
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,6/1/1972,1751.643056
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,6/1/1973,464.0013889
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,6/1/1974,1279.743056
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,6/1/1975,1238.065278
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,6/1/1976,600.4625
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,6/1/1977,939.0944444
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,6/1/1978,593.4041667
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,6/1/1979,572.0611111
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,6/1/1980,1961.544444
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,6/1/1981,653.5680556
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,6/1/1982,1077.236111
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,6/1/1983,3430.686111
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,6/1/1984,4069.297222
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,6/1/1985,670.3736111
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,6/1/1986,3577.0625
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,6/1/1987,728.8569444
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,6/1/1988,944.6402778
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,6/1/1989,477.4458333
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,6/1/1990,543.9958333
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,6/1/1991,803.3055556
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,6/1/1992,1036.734722
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,6/1/1993,803.1375
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,6/1/1994,994.5527778
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,6/1/1995,772.8875
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,6/1/1996,906.9958333
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,6/1/1997,2011.793056
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,6/1/1998,1164.793056
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,6/1/1999,1643.079167
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,6/1/2000,953.8833333
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,6/1/2001,1050.851389
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,6/1/2002,697.2625
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,6/1/2003,902.7944444
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,6/1/2004,381.3180556
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,6/1/2005,898.425
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,6/1/2006,474.925
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,6/1/2007,674.9111111
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,7/1/1967,1090.301075
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,7/1/1968,916.1196237
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,7/1/1969,882.6169355
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,7/1/1970,785.3615591
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,7/1/1971,1790.27957
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,7/1/1972,1619.676075
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,7/1/1973,1165.926075
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,7/1/1974,1173.081989
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,7/1/1975,1088.024194
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,7/1/1976,969.9516129
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,7/1/1977,982.1491935
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,7/1/1978,697.5389785
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,7/1/1979,955.6397849
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,7/1/1980,1173.732527
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,7/1/1981,955.8024194
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,7/1/1982,594.5913978
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,7/1/1983,3229.106183
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,7/1/1984,2137.666667
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,7/1/1985,1071.598118
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,7/1/1986,2357.711022
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,7/1/1987,887.3333333
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,7/1/1988,1157.956989
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,7/1/1989,1094.041667
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,7/1/1990,1027.686828
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,7/1/1991,922.1370968
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,7/1/1992,722.5846774
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,7/1/1993,742.2634409
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,7/1/1994,1048.666667
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,7/1/1995,526.4475806
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,7/1/1996,652.3266129
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,7/1/1997,1266.108871
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,7/1/1998,1340.59543
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,7/1/1999,1173.895161
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,7/1/2000,1063.141129
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,7/1/2001,1142.669355
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,7/1/2002,1139.416667
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,7/1/2003,1025.572581
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,7/1/2004,746.3293011
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,7/1/2005,730.8790323
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,7/1/2006,643.8696237
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,7/1/2007,954.8266129
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,8/1/1967,1438.989247
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,8/1/1968,572.6357527
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,8/1/1969,761.1290323
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,8/1/1970,802.2755376
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,8/1/1971,1458.668011
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,8/1/1972,1414.106183
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,8/1/1973,723.3978495
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,8/1/1974,1204.145161
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,8/1/1975,1243.665323
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,8/1/1976,716.5672043
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,8/1/1977,610.5295699
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,8/1/1978,687.2930108
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,8/1/1979,699.8158602
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,8/1/1980,1391.825269
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,8/1/1981,1046.227151
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,8/1/1982,1395.728495
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,8/1/1983,2638.418011
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,8/1/1984,2230.36828
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,8/1/1985,1004.592742
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,8/1/1986,1893.877688
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,8/1/1987,778.0430108
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,8/1/1988,897.5793011
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,8/1/1989,957.7540323
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,8/1/1990,924.9018817
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,8/1/1991,793.3306452
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,8/1/1992,842.608871
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,8/1/1993,684.202957
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,8/1/1994,1001.340054
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,8/1/1995,796.7459677
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,8/1/1996,698.3521505
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,8/1/1997,1453.301075
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,8/1/1998,1212.602151
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,8/1/1999,1207.885753
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,8/1/2000,1032.077957
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,8/1/2001,967.8373656
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,8/1/2002,925.3897849
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,8/1/2003,896.6034946
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,8/1/2004,587.2728495
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,8/1/2005,753.9731183
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,8/1/2006,772.188172
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,8/1/2007,796.2580645
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,9/1/1967,1221.427778
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,9/1/1968,337.6236111
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,9/1/1969,402.325
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,9/1/1970,408.2069444
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,9/1/1971,1573.672222
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,9/1/1972,1583.251389
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,9/1/1973,1023.626389
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,9/1/1974,1085.806944
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,9/1/1975,1297.052778
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,9/1/1976,912.8777778
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,9/1/1977,442.4902778
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,9/1/1978,356.7819444
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,9/1/1979,503.1583333
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,9/1/1980,1583.251389
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,9/1/1981,455.4305556
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,9/1/1982,1662.069444
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,9/1/1983,2070.444444
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,9/1/1984,2287.740278
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,9/1/1985,1166.977778
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,9/1/1986,2444.704167
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,9/1/1987,528.1986111
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,9/1/1988,657.4333333
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,9/1/1989,560.9694444
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,9/1/1990,629.8722222
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,9/1/1991,397.1152778
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,9/1/1992,124.1930556
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,9/1/1993,590.0430556
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,9/1/1994,624.8305556
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,9/1/1995,528.0305556
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,9/1/1996,532.5680556
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,9/1/1997,1599.552778
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,9/1/1998,1325.454167
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,9/1/1999,1222.940278
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,9/1/2000,557.2722222
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,9/1/2001,321.8263889
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,9/1/2002,429.8861111
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,9/1/2003,428.0375
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,9/1/2004,190.9111111
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,9/1/2005,443.1625
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,9/1/2006,528.3666667
Bear River,Headflow,Average,cubic feet per second,1,month,BaseCaseLower,9/1/2007,366.1930556
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,1/1/1971,1614.83871
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,1/1/1972,1739.032258
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,1/1/1973,1554.83871
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,1/1/1974,1416.129032
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,1/1/1975,1358.064516
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,1/1/1976,1654.83871
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,1/1/1977,1196.774194
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,1/1/1978,571.2258065
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,1/1/1979,605.8064516
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,1/1/1980,824.8064516
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,1/1/1981,1041.387097
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,1/1/1982,487.5806452
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,1/1/1983,1837.741935
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,1/1/1984,1904.193548
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,1/1/1985,1768.709677
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,1/1/1986,1300.645161
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,1/1/1987,1481.612903
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,1/1/1988,755.7741935
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,1/1/1989,457.483871
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,1/1/1990,563.1935484
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,1/1/1991,502.3548387
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,1/1/1992,497.2258065
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,1/1/1993,411.7741935
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,1/1/1994,430.7096774
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,1/1/1995,472.5483871
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,1/1/1996,448.3548387
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,1/1/1997,777.0967742
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,1/1/1998,1511.612903
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,1/1/1999,1156.354839
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,1/1/2000,1091.225806
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,1/1/2001,347.2903226
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,1/1/2002,325.7419355
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,1/1/2003,310.1935484
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,1/1/2004,268.6774194
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,1/1/2005,378.0967742
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,1/1/2006,634.0645161
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,10/1/1970,631.9354839
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,10/1/1971,1755.806452
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,10/1/1972,1217.677419
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,10/1/1973,1155.967742
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,10/1/1974,654.5806452
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,10/1/1975,1970
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,10/1/1976,960.6129032
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,10/1/1977,258.2580645
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,10/1/1978,565.8709677
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,10/1/1979,532.7419355
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,10/1/1980,1553.16129
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,10/1/1981,487.3225806
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,10/1/1982,2086.451613
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,10/1/1983,2850.322581
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,10/1/1984,2155.806452
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,10/1/1985,1174.354839
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,10/1/1986,2238.870968
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,10/1/1987,454.8709677
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,10/1/1988,510.8709677
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,10/1/1989,303.8064516
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,10/1/1990,282.8709677
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,10/1/1991,323.6774194
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,10/1/1992,249.8709677
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,10/1/1993,479
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,10/1/1994,312.3548387
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,10/1/1995,405.3225806
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,10/1/1996,449.3870968
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,10/1/1997,1775.774194
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,10/1/1998,732.2903226
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,10/1/1999,1256.387097
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,10/1/2000,438.8064516
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,10/1/2001,254.8709677
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,10/1/2002,293.0967742
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,10/1/2003,223.4516129
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,10/1/2004,349.7096774
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,10/1/2005,427.8064516
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,11/1/1970,663.8333333
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,11/1/1971,1721
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,11/1/1972,1473.333333
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,11/1/1973,974.5333333
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,11/1/1974,573.5333333
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,11/1/1975,1750
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,11/1/1976,1124.433333
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,11/1/1977,354.9333333
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,11/1/1978,549.1666667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,11/1/1979,452.5666667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,11/1/1980,1321.066667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,11/1/1981,328.1333333
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,11/1/1982,2217.666667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,11/1/1983,2983
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,11/1/1984,2392.6
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,11/1/1985,1277.2
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,11/1/1986,2604.333333
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,11/1/1987,417.8
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,11/1/1988,328.1666667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,11/1/1989,411.5666667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,11/1/1990,379.2
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,11/1/1991,428.3
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,11/1/1992,298.0666667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,11/1/1993,383.3666667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,11/1/1994,365.2666667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,11/1/1995,528.1666667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,11/1/1996,562.0333333
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,11/1/1997,1855
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,11/1/1998,1555.2
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,11/1/1999,1426.666667
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,11/1/2000,462.8333333
Bear River,Headflow,Average,cubic feet per second,1,month,Proposed,11/1/2001,322.9333333
